mean sst,stdev sst,n,satellite date,requested lon min,requested lon max,requested lat min,requested lat max,requested date,median sst,mad sst
26.010475847456192,0.2868868610845423,36,2010-11-05,51.894999999999996,52.095,-14.113,-14.312999999999999,14915,26.049104690551758,0.3285590887069702
26.099645879533554,0.2601847138383063,36,2010-11-05,51.866,52.066,-14.14,-14.34,14915,26.081377029418945,0.26954641227722165
26.099645879533554,0.2601847138383063,36,2010-11-05,51.866,52.066,-14.14,-14.34,14915,26.081377029418945,0.26954641227722165
26.094386524624294,0.26164653825273615,36,2010-11-05,51.812999999999995,52.013,-14.163,-14.363,14915,26.083887100219727,0.2658249813079834
26.083688471052383,0.2692477678460126,36,2010-11-05,51.78,51.980000000000004,-14.163,-14.363,14916,26.083887100219727,0.2727362102508545
26.125544177161323,0.25730850178579695,36,2010-11-05,51.719,51.919000000000004,-14.163,-14.363,14916,26.13265609741211,0.2993178600311279
26.270694520738388,0.19970646096346667,36,2010-11-05,51.661,51.861000000000004,-14.177,-14.376999999999999,14916,26.316972732543945,0.1733180122375488
26.300437715318466,0.2035777458186151,36,2010-11-05,51.614,51.814,-14.200000000000001,-14.4,14916,26.366458892822266,0.11483555488586425
26.367701721191406,0.17920328444125747,30,2010-11-05,51.556999999999995,51.757,-14.215,-14.415,14917,26.427778244018555,0.07124164924621582
26.42213996251424,0.09423283657722166,36,2010-11-05,51.516999999999996,51.717,-14.265,-14.465,14917,26.43781852722168,0.05635592536926269
26.433236440022785,0.08302504909995126,36,2010-11-05,51.481,51.681000000000004,-14.272,-14.472,14917,26.447500228881836,0.0510381814956665
26.426323572794598,0.09304496888526027,36,2010-11-05,51.452,51.652,-14.288,-14.488,14917,26.447858810424805,0.06964675025939941
26.423594284057618,0.09971282556759041,30,2010-11-05,51.42,51.620000000000005,-14.272,-14.472,14918,26.44606590270996,0.07974777717590331
26.399807824028862,0.10688571392478334,36,2010-11-05,51.368,51.568000000000005,-14.279,-14.479,14918,26.418455123901367,0.1121773899078369
26.385492706298827,0.09705357755956312,25,2010-11-05,51.3,51.5,-14.258000000000001,-14.458,14918,26.411283493041992,0.08825390510559082
26.39114178551568,0.10358354180290054,36,2010-11-05,51.243,51.443000000000005,-14.283,-14.482999999999999,14918,26.413793563842773,0.06220247440338134
26.384555625915528,0.10274254896501905,30,2010-11-05,51.184,51.384,-14.296000000000001,-14.496,14919,26.392635345458984,0.06539227237701416
26.388591766357422,0.11561813552526859,36,2010-11-05,51.156,51.356,-14.316,-14.516,14919,26.402318000793457,0.06911370334625244
26.418315145704483,0.12369368170166657,36,2010-11-05,51.113,51.313,-14.322000000000001,-14.522,14919,26.4180965423584,0.076556565284729
26.427379608154297,0.13416607499522207,36,2010-11-05,51.068,51.268,-14.323,-14.523,14919,26.41522789001465,0.07708819828033447
26.27097528631037,0.9046514032491907,33,2010-11-05,50.988,51.188,-14.315,-14.514999999999999,14920,26.414152145385742,0.11377228889465331
26.311078548431396,0.9329910988635466,32,2010-11-05,50.94,51.14,-14.317,-14.517,14920,26.4639949798584,0.15417781047821044
26.24443672180176,1.0504776346247329,25,2010-11-05,50.879,51.079,-14.313,-14.513,14920,26.461484909057617,0.17757107620239257
26.361288009151334,0.9654074314194062,31,2010-11-05,50.830999999999996,51.031,-14.312000000000001,-14.512,14920,26.543245315551758,0.18182414016723633
